,tokens,ner_tags,langs,spans
1599,"['капитан', 'Казарян', '«', ""''"", 'Ярлыкау', ""''"", '»', 'Мостай', 'Кәрим']","[0, 0, 0, 0, 0, 0, 0, 1, 2]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Мостай Кәрим']
1600,"['Töp', 'köndäşe', '-', 'Benfika', 'futbol', 'taqımı', '.']","[0, 0, 0, 3, 4, 4, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Benfika futbol taqımı']
1601,"['Klaipėdos', 'senamiestis', 'iš', 'Каунас', 'мәчете']","[0, 0, 0, 3, 4]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Каунас мәчете']
1602,"['Анри', 'де', 'Тулуз-Лотрек']","[1, 2, 2]","['tt', 'tt', 'tt']",['PER: Анри де Тулуз-Лотрек']
1603,"['Советск', '(', 'Калининград', 'өлкәсе', ')']","[3, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Советск ( Калининград өлкәсе )']
1604,"[""'"", ""''"", 'Урусарка', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
1605,"['Омск', 'өлкәсе', ',', 'Новосибирск', 'өлкәсе', ',', 'Төмән', 'өлкәсе', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Омск өлкәсе', 'LOC: Новосибирск өлкәсе', 'LOC: Төмән өлкәсе']"
1606,"['ЮНӘЛТҮ', 'Yuventus', 'futbol', 'taqımı']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Yuventus futbol taqımı']
1607,"[""'"", ""''"", 'Горевая', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
1608,"['Сокольское', 'районы', ',', 'Городец', 'районы']","[5, 6, 0, 5, 6]","['tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Сокольское районы', 'LOC: Городец районы']"
1609,"['Гарри', 'Поттер', ""''"", '—', 'Дэниел', 'Редклифф']","[1, 2, 0, 0, 1, 2]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['PER: Гарри Поттер', 'PER: Дэниел Редклифф']"
1610,"['Фёдор', 'Кузнецов', ')', ""''"", 'гаскәрләре', 'үз', 'эченә', '8нче', ""''"", '(', 'ком', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Фёдор Кузнецов']
1611,"['Татарстанның', 'Арча', 'районы', 'территориясендә', 'урнашкан', '.']","[5, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Татарстанның', 'LOC: Арча районы']"
1612,"['ЮНӘЛТҮ', 'Зенит-Казан', '(', 'волейбол', 'клубы', ')']","[0, 3, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Зенит-Казан ( волейбол клубы )']
1613,"['Бәйгенең', 'җиңүче', '-', 'Норвегия', 'вәкиле', 'Александр', 'Рыбак', '.']","[0, 0, 0, 5, 0, 1, 2, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Норвегия', 'PER: Александр Рыбак']"
1614,"[""'"", ""''"", 'Повышево', ""''"", ""'"", '(', ')', '—', 'Киров', 'өлкәсенең', 'Белая', 'Холуница', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 6, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Киров өлкәсенең', 'LOC: Белая Холуница районында']"
1615,"[""'"", ""''"", 'Сайм-Ёган', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
1616,"['юнәлтү', 'Иске', 'Таш', 'мәчет']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Иске Таш мәчет']
1617,"['Полтава', '~', '147', 'км', '.']","[5, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Полтава']
1618,"['Максим', 'Горькийның', 'тырышлыгы', 'белән', 'азат', 'ителә', '.']","[1, 2, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Максим Горькийның']
1619,"['Томск', 'өлкәсе', ',', 'Омск', 'өлкәсе', ',', 'Новосибирск', 'өлкәсе', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Томск өлкәсе', 'LOC: Омск өлкәсе', 'LOC: Новосибирск өлкәсе']"
1620,"['«Карлыгач»', ',', 'Б.', 'Бикбай', '-', ""''Шатморат"", ""''""]","[0, 0, 1, 2, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Б. Бикбай']
1621,"['Аннан', 'соң', 'К.', 'Тинчуринның', '«Беренче', 'чәчәкләр»ендә', ',', 'М.', 'Горькийның', '«Мещаннар»ында', 'чыгыш', 'ясый', '.']","[0, 0, 1, 2, 0, 0, 0, 1, 2, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['PER: К. Тинчуринның', 'PER: М. Горькийның']"
1622,"['bgcolor=', ""''"", '66FF99', ""''"", 'Муниципаль', 'берәмлек']","[0, 0, 0, 0, 3, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Муниципаль берәмлек']
1623,"['ЮНӘЛТҮ', 'Aq', 'Bars', 'Aero']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Aq Bars Aero']
1624,"['Джордж', 'Герберт', 'Уокер', 'Буш']","[1, 2, 2, 2]","['tt', 'tt', 'tt', 'tt']",['PER: Джордж Герберт Уокер Буш']
1625,"['—', ""'"", ""''"", 'Рим', 'папасы', 'Иоанн', 'Павел', 'II', 'көне', ""''"", ""'"", ""''"", '(', ')', '.']","[0, 0, 0, 5, 6, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Рим папасы', 'PER: Иоанн Павел II']"
1626,"['Көнбатыш', 'фронт', '(', 'Георгий', 'Жуков', ')', '.']","[3, 4, 0, 1, 2, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['ORG: Көнбатыш фронт', 'PER: Георгий Жуков']"
1627,"[""''Зәмзәгөл"", ""''"", '—', '«Җәяүле', 'Мәхмүт»', 'Мостай', 'Кәрим']","[0, 0, 0, 0, 0, 1, 2]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Мостай Кәрим']
1628,"['ЮНӘЛТҮ', 'Empayr', 'Steyt', 'Bilding']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Empayr Steyt Bilding']
1629,"[""'"", ""''"", 'Рассвет', ""''"", ""'"", '—', 'Башкортстанның', 'Дәүләкән', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 5, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Башкортстанның', 'LOC: Дәүләкән районында']"
1630,"['«Күзләрем', 'тик', 'сине', 'эзлиләр»', ',', '«Киек', 'казлар»', 'Р.', 'Яхин']","[0, 0, 0, 0, 0, 0, 0, 1, 2]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Р. Яхин']
1631,"[""''Шамакай"", ""''"", '—', '«Король', 'Лир»', 'У.', 'Шекспир']","[0, 0, 0, 0, 0, 1, 2]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: У. Шекспир']
1632,"[""'"", ""''"", 'Карелия', 'фронты', ""''"", ""'""]","[0, 0, 3, 4, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Карелия фронты']
1633,"['Башкортстанның', 'Җылаер', 'районы', 'биләмәләрендә', 'ага', '.']","[5, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Башкортстанның', 'LOC: Җылаер районы']"
1634,"['ЮНӘЛТҮ', 'SSRB', 'däwlät', 'iminlek', 'komitäte']","[0, 3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: SSRB däwlät iminlek komitäte']
1635,"['Уфадан', '153', 'километр', 'еракта', 'урнашкан', '.']","[5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Уфадан']
1636,"['Татарстан', 'Республикасы', 'Дәүләт', 'Советы']","[3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Татарстан Республикасы Дәүләт Советы']
1637,"[""''Мулла"", ""''"", '«Зәңгәр', 'шәл»', 'К.', 'Тинчурин']","[0, 0, 0, 0, 1, 2]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: К. Тинчурин']
1638,"['Әлеге', 'вакытта', 'Кыйтга', 'хоккей', 'лигасында', 'уйный', '.']","[0, 0, 3, 4, 4, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Кыйтга хоккей лигасында']
1639,"['Алтай', 'Республикасы', ',', 'Алтай', 'крае', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Алтай Республикасы', 'LOC: Алтай крае']"
1640,"['Ставрополь', 'крае', ',', 'Ростов', 'өлкәсе', ',', 'Краснодар', 'крае', ',', 'Калмыкия', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 5, 6, 0, 5, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Ставрополь крае', 'LOC: Ростов өлкәсе', 'LOC: Краснодар крае', 'LOC: Калмыкия']"
1641,"[""'"", ""''"", 'Яраң', ""''"", ""'""]","[0, 0, 5, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Яраң']
1642,"[""'"", ""''"", 'Головинская', ""''"", ""'"", '(', ')', '—', 'Архангельск', 'өлкәсенең', 'Вельск', 'районы', 'составына', 'керүче', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 6, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Архангельск өлкәсенең', 'LOC: Вельск районы']"
1643,"[""'"", ""''"", 'Тэпэк-Кыкя', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
1644,"['Себер', 'ханлыгы', 'тулысынча', 'дәүләтчелеген', 'югалта', '.']","[3, 4, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Себер ханлыгы']
1645,"['Джон', 'Рональд', 'Руэл', 'Толкин']","[1, 2, 2, 2]","['tt', 'tt', 'tt', 'tt']",['PER: Джон Рональд Руэл Толкин']
1646,"['2-нче', 'армия', '(', 'Русия', 'империясе', ')']","[3, 4, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: 2-нче армия ( Русия империясе )']
1647,"['==', 'Алтын', 'Урдага', 'буйсынган', 'кенәзләр', '==']","[0, 3, 4, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Алтын Урдага']
1648,"[""'"", ""''"", 'Типнеры', ""''"", ""'"", '(', ',', ')', '—', 'Чуашстанның', 'Чабаксар', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Чуашстанның', 'LOC: Чабаксар районында']"
1649,"['«Борын»', '(', ""''Нос"", ""''"", ')', 'Н.В.', 'Гоголь', '-', ""''кабаре"", 'артисткасы', ""''""]","[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Н.В. Гоголь']
1650,"[""'"", ""''"", 'Ломовая', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
1651,"['Мари', 'Ил', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Мари Ил']
1652,"['Документны', 'обкомның', 'беренче', 'секретаре', 'Минтимер', 'Шәймиев', 'имзалаган', '.']","[0, 0, 0, 0, 1, 2, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Минтимер Шәймиев']
1653,"['Биредә', 'һава', 'торышы', 'бик', 'үзгәрүчән', ',', 'моның', 'төп', 'сәбәбе', 'булып', 'Урал', 'таулары', 'тора', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Урал таулары']
1654,"['ЮНӘЛТҮ', 'Eurovision', 'җыр', 'бәйгесе', '2010']","[0, 3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Eurovision җыр бәйгесе 2010']
1655,"['Биредә', 'һава', 'торышы', 'бик', 'үзгәрүчән', ',', 'моның', 'төп', 'сәбәбе', 'булып', 'Урал', 'таулары', 'тора', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Урал таулары']
1656,"['Иң', 'танылган', 'персонажы', 'буларак', 'Микки', 'Маус', 'булып', 'тора', '.']","[0, 0, 0, 0, 1, 2, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Микки Маус']
1657,"['Трике', '(', '«Евгений', 'Онегин»', 'П.И.', 'Чайковский', ')']","[0, 0, 0, 0, 1, 2, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: П.И. Чайковский']
1658,"['Гайнулла', 'Курамшин–Инзарский', '-', '«', ""''"", 'Гөлҗамал', ""''"", '»', 'Нәкый', 'Исәнбәт']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Нәкый Исәнбәт']
1659,"[""'"", ""''"", 'Утья', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
1660,"['ЮНӘЛТҮ', 'Эшче-крестьян', 'Кызыл', 'Гаскәре']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Эшче-крестьян Кызыл Гаскәре']
1661,"[""''Ильяс"", ""''"", '—', '«Гүзәлем', 'Әсәл»', 'Чыңгыз', 'Айтматов']","[0, 0, 0, 0, 0, 1, 2]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Чыңгыз Айтматов']
1662,"['ЮНӘЛТҮ', 'Советлар', 'Берлеге', 'коммунистик', 'фиркасе']","[0, 3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Советлар Берлеге коммунистик фиркасе']
1663,"['Гарри', 'Поттерның', 'мәктәп', 'көндәше', '.']","[1, 2, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['PER: Гарри Поттерның']
1664,"['Сократның', 'укучысы', ',', 'Аристотельнең', 'укытучысы', '.']","[1, 0, 0, 1, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['PER: Сократның', 'PER: Аристотельнең']"
1665,"['ЮНӘЛТҮ', '6-нчы', 'армия', '(', 'Вермахт', ')']","[0, 3, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: 6-нчы армия ( Вермахт )']
1666,"['Елга', 'Лямин', 'елгасының', 'сул', 'ярына', 'тамагыннан', '58', 'км', 'өстәрәк', 'кушыла', '.']","[0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Лямин']
1667,"['Балтыйк', 'буе', 'хәрби', 'округының', ""''"", '(', 'ком', '.']","[3, 4, 4, 4, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Балтыйк буе хәрби округының']
1668,"['Коми', 'Республикасы', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Коми Республикасы']
1669,"['Төмән', 'өлкәсе', ',', 'Омск', 'өлкәсе', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Төмән өлкәсе', 'LOC: Омск өлкәсе']"
1670,"['ЮНӘЛТҮ', 'Sotsialistik', 'firqä', '(', 'Frantsiä', ')']","[0, 3, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Sotsialistik firqä ( Frantsiä )']
1671,"['Кострома', 'өлкәсе', ',', 'Вологда', 'өлкәсе', ',', 'Ярославль', 'өлкәсе', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Кострома өлкәсе', 'LOC: Вологда өлкәсе', 'LOC: Ярославль өлкәсе']"
1672,"['Горький', 'тимер', 'юлы']","[3, 4, 4]","['tt', 'tt', 'tt']",['ORG: Горький тимер юлы']
1673,"['Көнбатыш', 'фронт', '(', 'Георгий', 'Жуков', ')', '.']","[3, 4, 0, 1, 2, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['ORG: Көнбатыш фронт', 'PER: Георгий Жуков']"
1674,"['Окоп', 'казуга', 'бик', 'күп', 'кешеләр', 'китерелә', ',', 'шул', 'исәптән', 'язучы', 'Гадел', 'Кутуй', 'да', 'биредә', 'була', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Гадел Кутуй']
1675,"['===', 'Эйнштейның', 'кыp', 'тигезләмәләрен', 'чишү', '===']","[0, 1, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Эйнштейның']
1676,"[""'"", ""''"", 'Красновишерск', ""''"", ""'""]","[0, 0, 5, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Красновишерск']
1677,"['Татарстанның', 'Буа', 'районы', 'биләмәләрендә', 'ага', '.']","[5, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Татарстанның', 'LOC: Буа районы']"
1678,"[""'"", ""''"", 'Гусята', ""''"", ""'"", '(', ')', '—', 'Киров', 'өлкәсенең', 'Даровской', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Киров өлкәсенең', 'LOC: Даровской районында']"
1679,"['ЮНӘЛТҮ', 'Джозеф', 'Остин', 'Чемберлен']","[0, 1, 2, 2]","['tt', 'tt', 'tt', 'tt']",['PER: Джозеф Остин Чемберлен']
1680,"['ЮНӘЛТҮ', 'Yohannes', 'Diderik', 'Van', 'der', 'Waals']","[0, 1, 2, 2, 2, 2]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Yohannes Diderik Van der Waals']
1681,"['Зөлфия', 'Камалова', '(', 'Zulya', ')', '-', 'вокал', ';']","[1, 2, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Зөлфия Камалова']
1682,"['Кеше', 'потенциалы', 'үсеше', 'индексы']","[3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Кеше потенциалы үсеше индексы']
1683,"['ЮНӘЛТҮ', 'Xuan', 'Karlos', 'I']","[0, 1, 2, 2]","['tt', 'tt', 'tt', 'tt']",['PER: Xuan Karlos I']
1684,"['Новосибирск', 'өлкәсе', ',', 'Алтай', 'крае', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Новосибирск өлкәсе', 'LOC: Алтай крае']"
1685,"[""'"", ""''"", 'Иртуган', ""''"", ""'"", '—', 'Башкортстанның', 'Яңавыл', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 5, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Башкортстанның', 'LOC: Яңавыл районында']"
1686,"['Рената', 'Литвинова', 'белән', 'хезмәттәшлегендә', 'берничә', 'клипларны', 'ясый', '.']","[1, 2, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Рената Литвинова']
1687,"['Дзержинск', '(', 'Русия', ')']","[5, 6, 6, 6]","['tt', 'tt', 'tt', 'tt']",['LOC: Дзержинск ( Русия )']
